id,category,prompt
55,Process,"Title: Standard work instructions (one-page)
Role: Ops Trainer
Task: Create one-page standard work instructions for a repeating task.
Inputs (paste and fill):
- Task: [ ]
- Audience: [ ]
- Tools: [ ]
- Common mistakes: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
- Keep to one page
Output (Markdown):
- Purpose
- When to use
- Steps (with checkpoints)
- Do/Don't
- Troubleshooting
Finish with a short QA checklist tailored to this output."
56,Process,"Title: Process KPI design
Role: Ops Analyst
Task: Design meaningful KPIs for a process, avoiding vanity metrics.
Inputs (paste and fill):
- Process goal: [ ]
- Stakeholders: [ ]
- Available data sources: [ ]
- Constraints: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Candidate KPI list
- Definitions (formula, data source, owner)
- Leading vs lagging mapping
- Targets + rationale
- Risks of gaming + mitigations
Finish with a short QA checklist tailored to this output."
57,Process,"Title: Automation opportunity scan
Role: Ops + Automation
Task: Identify automation opportunities in a process and produce an implementation shortlist.
Inputs (paste and fill):
- Process steps (paste): [ ]
- Tools used: [ ]
- Volume/frequency: [ ]
- Error rate: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
- Consider controls and exceptions
Output (Markdown):
- Automation candidates (ranked)
- Expected savings/benefit
- Risk/complexity
- Recommended next 3 steps
Finish with a short QA checklist tailored to this output."
58,Process,"Title: Process documentation pack
Role: Ops Excellence
Task: Produce a documentation pack for a process suitable for audit and onboarding.
Inputs (paste and fill):
- Process name: [ ]
- Regulatory/compliance needs: [ ]
- Current docs (paste): [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Process overview
- RACI
- SOP link/summary
- Controls & evidence
- Review cadence
Finish with a short QA checklist tailored to this output."
59,Process,"Title: Service blueprint (customer-facing process)
Role: Service Designer
Task: Create a service blueprint linking customer journey steps to backstage operations.
Inputs (paste and fill):
- Service: [ ]
- Customer journey steps (paste): [ ]
- Backstage teams: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Customer steps
- Frontstage touchpoints
- Backstage actions
- Systems
- Failure points + mitigations
Finish with a short QA checklist tailored to this output."
60,Process,"Title: Define 'Definition of Ready/Done'
Role: Product/Ops
Task: Create clear Definitions of Ready and Done to reduce churn and rework.
Inputs (paste and fill):
- Work type (tickets/projects): [ ]
- Common rework causes: [ ]
- Tooling: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Definition of Ready checklist
- Definition of Done checklist
- Examples
- Adoption plan
Finish with a short QA checklist tailored to this output."
61,Process,"Title: Process change proposal
Role: Change Manager
Task: Write a proposal for a process change including rationale, impacts, and rollout plan.
Inputs (paste and fill):
- Current process summary: [ ]
- Proposed change: [ ]
- Who is impacted: [ ]
- Risks: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Problem + evidence
- Proposed change
- Impact assessment
- Rollout plan
- Success metrics
Finish with a short QA checklist tailored to this output."
62,Process,"Title: Process control points & evidence
Role: Compliance-aware Ops
Task: Identify control points in a process and specify what evidence should be captured.
Inputs (paste and fill):
- Process steps (paste): [ ]
- Compliance requirements: [ ]
- Audit frequency: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Control points table
- Evidence to capture
- Owner
- Failure modes
- Monitoring cadence
Finish with a short QA checklist tailored to this output."
63,Process,"Title: Training plan for a process
Role: Ops Trainer
Task: Create a training plan to teach a process to new team members with assessment.
Inputs (paste and fill):
- Process: [ ]
- Audience: [ ]
- Common errors: [ ]
- Tools: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Training modules
- Practice exercises
- Assessment checklist
- Sign-off criteria
- Refresher cadence
Finish with a short QA checklist tailored to this output."
64,Process,"Title: Process exception handling guide
Role: Ops Lead
Task: Design a clear exception handling guide: what counts as an exception, who decides, and how to record it.
Inputs (paste and fill):
- Process: [ ]
- Common exceptions: [ ]
- Risk tolerance: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Exception taxonomy
- Decision rights
- Workflow
- Logging template
- Examples
Finish with a short QA checklist tailored to this output."
65,Process,"Title: Process simplification (remove steps)
Role: Lean Ops
Task: Simplify a process by challenging each step and proposing a leaner flow.
Inputs (paste and fill):
- Current steps (paste): [ ]
- Why it exists (if known): [ ]
- Constraints: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Step-by-step challenge (keep/modify/remove)
- New simplified flow
- Risks introduced + mitigations
- Implementation plan
Finish with a short QA checklist tailored to this output."
66,Process,"Title: SLA and queue design
Role: Ops Analyst
Task: Design SLAs and a queueing approach for incoming work so urgent items get handled without chaos.
Inputs (paste and fill):
- Work types: [ ]
- Volumes: [ ]
- Capacity: [ ]
- Business priorities: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- SLA tiers
- Queue rules
- Triage criteria
- Reporting metrics
- Review cadence
Finish with a short QA checklist tailored to this output."
67,Process,"Title: Process maturity assessment
Role: Ops Excellence
Task: Assess a process against a maturity model and propose a roadmap to improve.
Inputs (paste and fill):
- Process: [ ]
- Current pain points: [ ]
- Current documentation/tools: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Maturity levels definition
- Current assessment
- Gaps
- Roadmap (30/60/90 days)
- Metrics
Finish with a short QA checklist tailored to this output."
68,Process,"Title: Change impact comms plan
Role: Change Manager
Task: Create a communications plan for a process change (who, what, when, channel).
Inputs (paste and fill):
- Change summary: [ ]
- Stakeholder groups: [ ]
- Timeline: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Comms matrix
- Key messages by audience
- FAQ
- Feedback channels
- Success measures
Finish with a short QA checklist tailored to this output."
69,Process,"Title: Process risk assessment
Role: Risk-aware Ops
Task: Identify operational risks in a process and propose controls.
Inputs (paste and fill):
- Process steps (paste): [ ]
- Known incidents: [ ]
- Risk appetite: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Risk table (risk, cause, impact, likelihood)
- Controls
- Owners
- Residual risk
- Monitoring
Finish with a short QA checklist tailored to this output."
70,Process,"Title: Work instruction visual checklist (text)
Role: Ops
Task: Create a visual-style checklist in text (boxes, sections) for a task to reduce errors.
Inputs (paste and fill):
- Task: [ ]
- Critical steps: [ ]
- Tools: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Checklist with sections
- Go/No-go checkpoints
- Sign-off line
- Troubleshooting
Finish with a short QA checklist tailored to this output."
71,Process,"Title: Documented escalation path
Role: Ops Lead
Task: Define an escalation path for a process including triggers and decision-makers.
Inputs (paste and fill):
- Process: [ ]
- What goes wrong: [ ]
- Roles available: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Escalation levels
- Triggers
- Who to contact
- Information to include
- Post-escalation review
Finish with a short QA checklist tailored to this output."
72,Process,"Title: Process ownership model
Role: Ops Excellence
Task: Define ownership for a process: roles, responsibilities, and governance cadence.
Inputs (paste and fill):
- Process: [ ]
- Teams involved: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- RACI
- Owner responsibilities
- Governance cadence
- Change control process
- Metrics dashboard outline
Finish with a short QA checklist tailored to this output."
73,Process,"Title: Process audit checklist
Role: Internal Auditor
Task: Create an audit checklist for a process to check compliance and effectiveness.
Inputs (paste and fill):
- Process: [ ]
- Requirements/policies: [ ]
- Evidence sources: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Audit checklist
- Sampling guidance
- Common findings
- Reporting template
Finish with a short QA checklist tailored to this output."
74,Process,"Title: From KPI dip to action plan
Role: Ops Analyst
Task: Given a KPI has dipped, create a structured investigation and action plan.
Inputs (paste and fill):
- KPI definition: [ ]
- Recent trend data (paste): [ ]
- Suspected drivers: [ ]
- Constraints: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Hypotheses list
- Data to pull
- Investigation steps
- Action plan options
- Communication plan
Finish with a short QA checklist tailored to this output."
75,Process,"Title: Process playbook for scaling volume
Role: Ops Lead
Task: Design a playbook to scale a process as volume doubles without doubling headcount.
Inputs (paste and fill):
- Process: [ ]
- Current volume/capacity: [ ]
- Bottlenecks: [ ]
- Automation tools available: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Scaling levers (people/process/tools)
- Prioritised initiatives
- Risks
- Timeline
- Metrics
Finish with a short QA checklist tailored to this output."
76,Stakeholders,"Title: Stakeholder map + influence plan
Role: Programme Manager
Task: Create a stakeholder map and influence plan for an initiative.
Inputs (paste and fill):
- Initiative summary: [ ]
- Stakeholders list (names/roles): [ ]
- What you need from each: [ ]
- Known concerns: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Stakeholder map table (influence, interest, stance)
- Engagement strategy per stakeholder
- Key messages
- Cadence + channels
Finish with a short QA checklist tailored to this output."
77,Stakeholders,"Title: Executive stakeholder update email
Role: Ops Lead
Task: Write a crisp update email to exec stakeholders with clear asks and risks.
Inputs (paste and fill):
- Initiative: [ ]
- This week's progress: [ ]
- Key metrics: [ ]
- Risks/blockers: [ ]
- Asks: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
- Keep under 220 words
Output (Markdown):
- Subject options (3)
- Email body
- Asks table
- Appendix (optional: metrics)
Finish with a short QA checklist tailored to this output."
78,Stakeholders,"Title: Stakeholder interview guide
Role: Research/Change Lead
Task: Create an interview guide to understand stakeholder needs, fears, and success criteria.
Inputs (paste and fill):
- Topic: [ ]
- Stakeholder types: [ ]
- Time per interview: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Opening script
- Question list (needs, constraints, success)
- Probing follow-ups
- Note-taking template
- Synthesis plan
Finish with a short QA checklist tailored to this output."
79,Stakeholders,"Title: Comms plan for a change
Role: Change Manager
Task: Create a comms plan for a change that anticipates resistance and builds trust.
Inputs (paste and fill):
- Change summary: [ ]
- Who is impacted: [ ]
- Timeline: [ ]
- Likely objections: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Comms matrix
- Key messages (why/what/when/how)
- FAQ
- Feedback loop
- Launch-day plan
Finish with a short QA checklist tailored to this output."
80,Stakeholders,"Title: Stakeholder alignment workshop
Role: Facilitator
Task: Design an alignment workshop that resolves conflicting priorities.
Inputs (paste and fill):
- Stakeholders: [ ]
- Conflicts: [ ]
- Decision required: [ ]
- Constraints: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Workshop agenda
- Pre-read
- Decision method
- Outputs
- Follow-up comms
Finish with a short QA checklist tailored to this output."
81,Stakeholders,"Title: Briefing note for a sponsor
Role: Chief of Staff
Task: Write a sponsor briefing note that prepares them to advocate for the work.
Inputs (paste and fill):
- Sponsor: [ ]
- What you need them to do: [ ]
- Context: [ ]
- Risks: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- One-page brief
- Talking points
- Objections + responses
- Next steps
Finish with a short QA checklist tailored to this output."
82,Stakeholders,"Title: Stakeholder risk register
Role: Risk-aware PM
Task: Create a stakeholder risk register (political/people risks) with mitigations.
Inputs (paste and fill):
- Initiative: [ ]
- Stakeholder dynamics (paste): [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Stakeholder risks table
- Early warning signs
- Mitigations
- Owners
- Review cadence
Finish with a short QA checklist tailored to this output."
83,Stakeholders,"Title: Message house (comms positioning)
Role: Comms Lead
Task: Create a message house: core narrative, supporting points, proof, and tone.
Inputs (paste and fill):
- Audience: [ ]
- Product/change: [ ]
- Proof points/data: [ ]
- Tone constraints: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Core message
- 3 supporting pillars
- Proof points
- Example soundbites
- Do/don't language
Finish with a short QA checklist tailored to this output."
84,Stakeholders,"Title: Objection handling sheet
Role: Account/Stakeholder Manager
Task: Produce an objection handling sheet for common stakeholder pushback.
Inputs (paste and fill):
- Change/ask: [ ]
- Likely objections: [ ]
- Non-negotiables: [ ]
- Concessions possible: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Objections table (objection, underlying need, response, evidence)
- Escalation guidance
- Concession plan
Finish with a short QA checklist tailored to this output."
85,Stakeholders,"Title: Stakeholder meeting pack
Role: Programme Manager
Task: Create a pack for a stakeholder meeting: objective, agenda, materials, and decisions.
Inputs (paste and fill):
- Meeting purpose: [ ]
- Attendees: [ ]
- Decisions needed: [ ]
- Context links: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Meeting objective
- Agenda
- Pre-read summary
- Decision items
- Follow-up plan
Finish with a short QA checklist tailored to this output."
86,Stakeholders,"Title: Internal announcement (sensitive)
Role: Internal Comms
Task: Draft a sensitive internal announcement with empathy and clarity.
Inputs (paste and fill):
- Topic: [ ]
- What is changing: [ ]
- What stays the same: [ ]
- Support available: [ ]
- FAQs: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
- Avoid legal risk; flag areas needing HR/legal review
Output (Markdown):
- Announcement
- FAQ
- Support/resources section
- Manager talking points
Finish with a short QA checklist tailored to this output."
87,Stakeholders,"Title: Stakeholder prioritisation and trade-offs
Role: Ops Lead
Task: Create a framework to manage stakeholder requests and trade-offs transparently.
Inputs (paste and fill):
- Common requests: [ ]
- Capacity constraints: [ ]
- Strategy/OKRs: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Prioritisation criteria
- Intake form fields
- Decision rules
- Comms template for 'not now'
Finish with a short QA checklist tailored to this output."
88,Stakeholders,"Title: Stakeholder newsletter template
Role: Comms Lead
Task: Create a reusable stakeholder newsletter template with sections that drive action.
Inputs (paste and fill):
- Audience: [ ]
- Cadence: [ ]
- Key metrics: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Template
- Section guidance
- Metrics presentation rules
- CTA guidance
Finish with a short QA checklist tailored to this output."
89,Stakeholders,"Title: Stakeholder escalation email
Role: Programme Manager
Task: Write an escalation email that stays calm, factual, and action-oriented.
Inputs (paste and fill):
- Issue: [ ]
- Impact: [ ]
- What has been tried: [ ]
- Decision needed: [ ]
- Deadline: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Email
- Decision request
- Options + recommendation
- Next checkpoint
Finish with a short QA checklist tailored to this output."
90,Stakeholders,"Title: Partner coordination plan
Role: Partnerships/Ops
Task: Create a coordination plan with an external partner: cadence, interfaces, and SLAs.
Inputs (paste and fill):
- Partner: [ ]
- Shared deliverables: [ ]
- Interfaces: [ ]
- SLA needs: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Operating cadence
- Interface definition
- Escalation path
- Shared tracker template
Finish with a short QA checklist tailored to this output."
91,Stakeholders,"Title: Stakeholder sentiment tracking
Role: Change Lead
Task: Design a lightweight method to track stakeholder sentiment over time.
Inputs (paste and fill):
- Stakeholders: [ ]
- Signals available (meetings, surveys): [ ]
- Cadence: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Signal list
- Tracking template
- Scoring rubric
- Intervention playbook
Finish with a short QA checklist tailored to this output."
92,Stakeholders,"Title: Decision narrative for conflicting groups
Role: Chief of Staff
Task: Write a narrative that explains a decision to groups who wanted different outcomes.
Inputs (paste and fill):
- Decision: [ ]
- Groups impacted: [ ]
- What each group wanted: [ ]
- Rationale: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
- Be fair; acknowledge trade-offs
Output (Markdown):
- Narrative
- What we heard
- Why this decision
- What happens next
- How feedback will be handled
Finish with a short QA checklist tailored to this output."
93,Stakeholders,"Title: Stakeholder workshop pre-read
Role: Programme Manager
Task: Create a pre-read that ensures stakeholders arrive informed and ready to decide.
Inputs (paste and fill):
- Topic: [ ]
- Options: [ ]
- Data: [ ]
- Decision deadline: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
- Max 2 pages
Output (Markdown):
- Context
- Options + pros/cons
- Recommendation (if any)
- Questions for stakeholders
- Decision criteria
Finish with a short QA checklist tailored to this output."
94,Stakeholders,"Title: RACI negotiation with stakeholders
Role: Ops Lead
Task: Produce a RACI and a negotiation plan to secure agreement on responsibilities.
Inputs (paste and fill):
- Initiative: [ ]
- Teams: [ ]
- Contentious areas: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Draft RACI
- Questions to resolve ambiguity
- Negotiation plan
- Final sign-off approach
Finish with a short QA checklist tailored to this output."
95,Stakeholders,"Title: Stakeholder briefing call script
Role: Stakeholder Manager
Task: Write a call script for a briefing call that builds trust and surfaces concerns.
Inputs (paste and fill):
- Audience: [ ]
- Goal: [ ]
- Time: [ ]
- Sensitive topics: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Call flow
- Key questions
- Handling pushback
- Close + next steps
Finish with a short QA checklist tailored to this output."
96,Stakeholders,"Title: Change champions programme
Role: Change Manager
Task: Design a change champions programme (select, enable, and use champions effectively).
Inputs (paste and fill):
- Change: [ ]
- Org size: [ ]
- Geography/time zones: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Selection criteria
- Champion responsibilities
- Enablement plan
- Feedback loop
- Success measures
Finish with a short QA checklist tailored to this output."
97,Stakeholders,"Title: Stakeholder reporting dashboard outline
Role: Ops Analyst
Task: Outline a stakeholder dashboard: what to include, definitions, and cadence.
Inputs (paste and fill):
- Stakeholder needs: [ ]
- Metrics available: [ ]
- Cadence: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Dashboard sections
- Metric definitions
- Narrative guidance
- Governance cadence
Finish with a short QA checklist tailored to this output."
98,Stakeholders,"Title: Customer advisory board plan
Role: Customer/PM
Task: Design a customer advisory board plan (who, agenda, cadence, outputs).
Inputs (paste and fill):
- Customer segments: [ ]
- Objectives: [ ]
- Resources available: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Recruitment criteria
- Cadence + agendas
- Output artefacts
- Rules + confidentiality
Finish with a short QA checklist tailored to this output."
99,Stakeholders,"Title: Influence without authority plan
Role: Ops/PM
Task: Create a plan to influence stakeholders when you have no direct authority.
Inputs (paste and fill):
- Goal: [ ]
- Key stakeholders: [ ]
- Constraints: [ ]
- Leverage points: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Influence map
- Tactics by stakeholder
- Quick wins
- Risks
- First 2-week plan
Finish with a short QA checklist tailored to this output."
100,Stakeholders,"Title: Stakeholder FAQ generator
Role: Comms Lead
Task: Generate a complete FAQ for stakeholders, including 'hard questions' and answers with caveats.
Inputs (paste and fill):
- Topic/change: [ ]
- Known constraints: [ ]
- What you can/can't promise: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- FAQ (20–30 Qs)
- Answer guidelines (what not to say)
- Escalation triggers
Finish with a short QA checklist tailored to this output."
101,Hiring,"Title: Role scorecard (outcomes-first)
Role: Hiring Manager
Task: Create a role scorecard focusing on outcomes, competencies, and must-haves.
Inputs (paste and fill):
- Role title: [ ]
- Team context: [ ]
- Top 5 outcomes in first 6 months: [ ]
- Must-have skills: [ ]
- Nice-to-haves: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Role mission
- 6-month outcomes
- Competency rubric
- Must-haves vs nice-to-haves
- Red flags
Finish with a short QA checklist tailored to this output."
102,Hiring,"Title: Job description that attracts the right candidates
Role: Hiring Manager
Task: Write a job description that is clear, inclusive, and specific about what success looks like.
Inputs (paste and fill):
- Role title: [ ]
- Level: [ ]
- Location/remote: [ ]
- Key responsibilities: [ ]
- Must-haves: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
- Avoid clichés and inflated language
Output (Markdown):
- Job ad
- About the team
- What success looks like (90/180 days)
- How to apply
- Equal opportunities note
Finish with a short QA checklist tailored to this output."
103,Hiring,"Title: Interview plan (multi-stage)
Role: Recruiter/Hiring Manager
Task: Design an interview process that assesses the right things with minimal candidate pain.
Inputs (paste and fill):
- Role: [ ]
- Number of stages desired: [ ]
- Key competencies to test: [ ]
- Time constraints: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Stages overview
- What each stage assesses
- Interview panel roles
- Candidate communication timeline
- Decision rules
Finish with a short QA checklist tailored to this output."
104,Hiring,"Title: Structured interview question bank
Role: Hiring Manager
Task: Create structured behavioural questions mapped to competencies, with scoring rubrics.
Inputs (paste and fill):
- Role: [ ]
- Competencies: [ ]
- Seniority: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Question bank by competency
- What good looks like
- Scoring rubric (1–5)
- Follow-up probes
- Red flags
Finish with a short QA checklist tailored to this output."
105,Hiring,"Title: Work sample / case exercise
Role: Hiring Manager
Task: Design a work-sample exercise that mirrors the job and can be graded fairly.
Inputs (paste and fill):
- Role: [ ]
- Realistic task: [ ]
- Time allowed: [ ]
- What to avoid (e.g., unpaid huge work): [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
- Keep candidate time reasonable
Output (Markdown):
- Exercise brief
- Inputs provided
- Expected output format
- Grading rubric
- Anti-bias notes
Finish with a short QA checklist tailored to this output."
106,Hiring,"Title: Candidate screening questions
Role: Recruiter
Task: Create screening questions to quickly identify fit and eliminate misalignment early.
Inputs (paste and fill):
- Role: [ ]
- Non-negotiables: [ ]
- Constraints (salary, location): [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Screening question list
- Ideal answers
- Deal-breakers
- Script for short phone screen
Finish with a short QA checklist tailored to this output."
107,Hiring,"Title: CV review rubric
Role: Hiring Manager
Task: Create a CV review rubric to reduce bias and increase consistency.
Inputs (paste and fill):
- Role: [ ]
- Key signals: [ ]
- Red flags: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Rubric categories
- Scoring guide
- Examples of evidence
- Calibration tips
Finish with a short QA checklist tailored to this output."
108,Hiring,"Title: Interview debrief template
Role: Hiring Manager
Task: Create a debrief template that forces evidence-based decisions.
Inputs (paste and fill):
- Role: [ ]
- Stages/panel: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Debrief form
- Evidence prompts
- Bar-raiser questions
- Decision summary format
Finish with a short QA checklist tailored to this output."
109,Hiring,"Title: Reference check script
Role: Hiring Manager
Task: Write a reference check script that validates performance and behaviour respectfully.
Inputs (paste and fill):
- Role: [ ]
- Key concerns to validate: [ ]
- Competencies: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Intro + consent script
- Question list
- Red flags
- How to document notes
Finish with a short QA checklist tailored to this output."
110,Hiring,"Title: Offer letter essentials checklist
Role: Hiring Manager
Task: Create a checklist of offer essentials to avoid mistakes and mismatched expectations.
Inputs (paste and fill):
- Role: [ ]
- Compensation components: [ ]
- Start date target: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Offer checklist
- Negotiation boundaries
- Candidate comms template
Finish with a short QA checklist tailored to this output."
111,Hiring,"Title: Rejection email templates (kind + clear)
Role: Recruiter
Task: Write rejection emails for different stages (post-screen, post-interview, final).
Inputs (paste and fill):
- Role: [ ]
- Stage reached: [ ]
- Feedback policy (can/can't give details): [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
- Be respectful and concise
Output (Markdown):
- Templates for 3 stages
- Optional feedback snippets
- Keep-in-touch line
Finish with a short QA checklist tailored to this output."
112,Hiring,"Title: Sourcing persona and channels plan
Role: Recruiter
Task: Define the ideal candidate persona and where to find them.
Inputs (paste and fill):
- Role: [ ]
- Industry: [ ]
- Must-haves: [ ]
- Budget constraints: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Candidate persona
- Search keywords
- Channels shortlist
- Outreach message templates
Finish with a short QA checklist tailored to this output."
113,Hiring,"Title: Outreach message (cold)
Role: Recruiter
Task: Write a cold outreach message that is specific and non-spammy.
Inputs (paste and fill):
- Role: [ ]
- Why candidate might fit: [ ]
- Why role is compelling: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
- Under 120 words
Output (Markdown):
- Message
- Subject options (3)
- Follow-up sequence (2 touches)
Finish with a short QA checklist tailored to this output."
114,Hiring,"Title: Hiring plan timeline
Role: Hiring Manager
Task: Create a hiring plan with timeline, responsibilities, and risks.
Inputs (paste and fill):
- Role: [ ]
- Target start date: [ ]
- Interview stages: [ ]
- Stakeholders: [ ]
Constraints:
- UK English
- Plain language (no jargon)
- State assumptions explicitly
- Use headings and bullet points where helpful
Output (Markdown):
- Timeline
- RACI
- Risks + mitigations
- Comms plan
Finish with a short QA checklist tailored to this output."
